#signalNumber pressure[MPa] length[mm]
21799 0.404868 98.934254
21800 0.454903 96.980528
21801 0.060968 106.61067
21802 0.366371 102.488979
21803 0.482329 95.909443
21804 0.050907 106.687982
21805 0.15964 106.873209
21806 0.178727 106.858713
21807 0.415882 100.087485
21808 0.055601 106.879652
21809 0.160433 106.879652
21810 0.475966 97.810016
21811 0.311557 96.972475
21812 0.446649 96.899996
21813 0.272074 97.001467
21814 0.32036 96.990192
21815 0.314821 97.03368
21816 0.291749 96.951537
21817 0.248636 98.984184
21818 0.341649 98.90043
21819 0.438935 97.636065
21820 0.227708 99.892595
21821 0.399766 98.55575
21822 0.081324 106.332025
21823 0.44536 99.650997
21824 0.497081 96.002861
21825 0.469139 96.065677
21826 0.393388 96.017357
21827 0.219981 100.039165
21828 0.415081 98.504209
21829 0.245728 99.866825
21830 0.313861 99.815284
21831 0.422636 98.346364
21832 0.365882 98.343143
21833 0.33189 98.315762
21834 0.312181 98.338311
21835 0.285177 98.356028
21836 0.163617 103.072039
21837 0.372804 100.631888
21838 0.115765 104.671428
21839 0.410065 100.17285
21840 0.422976 97.996852
21841 0.215067 99.752468
21842 0.410059 97.676331
21843 0.316376 97.708545
21844 0.394882 97.729483
21845 0.446543 97.660225
21846 0.256847 98.612123
21847 0.215885 100.280764
21848 0.188957 101.770624
21849 0.299533 101.519361
21850 0.271978 101.554796
21851 0.32207 101.479095
21852 0.284025 101.458156
21853 0.372969 100.177682
21854 0.462385 98.107987
21855 0.00778 107.222724
21856 0.350244 102.944797
21857 0.191638 103.043047
21858 0.192515 103.0511
21859 0.15733 103.152572
21860 0.288953 102.912583
21861 0.394455 99.897427
21862 0.394902 99.929641
21863 0.263455 99.945747
21864 0.121525 104.830884
21865 0.157961 105.109529
21866 0.239732 104.613444
21867 0.175994 104.640825
21868 0.27024 104.503919
21869 0.142541 104.714916
21870 0.434925 100.185735
21871 0.326811 98.818287
21872 0.091175 106.011502
21873 0.039924 107.738138
21874 0.047662 107.731696
21875 0.048846 107.786458
21876 0.153181 107.583514
21877 0.002832 108.686823
21878 0.169095 107.839611
21879 0.253523 105.940633
21880 0.00336 108.636892
21881 0.40765 100.192178
21882 0.006791 107.920144
21883 0.327729 104.212389
21884 0.414259 98.541254
21885 0.170887 101.41789
21886 0.201105 102.825608
21887 0.36106 101.166627
21888 0.005589 107.875045
21889 0.245239 105.897145
21890 0.416668 99.059885
21891 0.285975 98.660442
21892 0.007911 108.018395
21893 0.038224 108.189126
21894 0.356297 103.519803
21895 0.214318 102.898088
21896 0.420821 98.087049
21897 0.279517 98.186909
21898 0.127137 104.94363
21899 0.330929 102.63555
21900 0.383318 101.266488
21901 0.435638 98.252946
21902 0.148457 103.360348
21903 0.30151 102.614611
21904 0.084208 106.285315
21905 0.35292 102.553406
21906 0.239041 102.643603
21907 0.084164 105.2561
21908 0.298899 103.228273
21909 0.132302 104.677871
21910 0.369945 101.583788
21911 0.492631 96.07373
21912 0.127109 104.346074
21913 0.487889 98.243282
21914 0.067926 106.185454
21915 0.361261 102.318249
21916 0.130481 104.251045
21917 0.494519 95.423026
21918 0.332042 95.558321
21919 0.35146 95.553489
21920 0.07552 106.654158
21921 0.152431 106.652548
21922 0.430434 99.39007
21923 0.332864 98.383409
21924 0.094218 106.040494
21925 0.231832 105.117582
21926 0.057397 107.008505
21927 0.422142 101.073209
21928 0.007613 107.599621
21929 0.342932 103.361958
21930 0.497534 95.514833
21931 0.249983 97.603852
21932 0.107544 105.52347
21933 0.147428 105.515417
21934 0.419502 100.681818
21935 0.149585 102.846546
21936 0.442407 98.330258
21937 0.46789 97.603852
21938 0.017314 107.230778
21939 0.111391 107.733306
21940 0.193035 106.691204
21941 0.143951 106.673486
21942 0.094924 106.837774
21943 0.441982 97.903434
21944 0.254171 98.684602
21945 0.21925 100.403174
21946 0.431622 98.53159
21947 0.35289 98.549307
21948 0.116155 104.051322
21949 0.153644 105.117582
21950 0.340051 102.387508
21951 0.356338 102.310196
21952 0.446122 96.937041
21953 0.03733 106.994009
21954 0.097528 107.509423
21955 0.017913 108.144027
21956 0.45086 99.446443
21957 0.415523 98.098323
21958 0.049876 107.100313
21959 0.235189 105.795673
21960 0.467636 97.283331
21961 0.365399 96.69061
21962 0.470349 96.672893
21963 0.286142 96.772754
21964 0.166029 103.081703
21965 0.082716 106.496313
21966 0.464666 98.861775
21967 0.240459 99.443222
21968 0.355749 99.362689
21969 0.375441 99.325644
21970 0.452721 97.640897
21971 0.479938 97.668278
21972 0.447542 97.632844
21973 0.411925 97.621569
21974 0.002884 108.110203
21975 0.158516 107.462714
21976 0.422468 99.309537
21977 0.418439 98.16275
21978 0.082393 106.145187
21979 0.314798 103.242769
21980 0.118863 105.652323
21981 0.00426 108.211675
21982 0.409495 100.772015
21983 0.346391 99.353025
21984 0.100025 105.824665
21985 0.148756 105.930969
21986 0.066021 107.040719
21987 0.337591 103.363569
21988 0.436836 98.135368
21989 0.380349 98.101545
21990 0.402467 98.09027
21991 0.470294 96.379754
21992 0.203168 99.713812
21993 0.320415 99.657439
21994 0.165076 102.85621
21995 0.499709 98.174024
21996 0.037733 106.750798
21997 0.294984 104.123802
21998 0.098152 106.425443
21999 0.484128 96.110775
22000 0.464668 96.035074
22001 0.420467 96.046349
22002 0.461472 96.022189
22003 0.044815 107.027833
22004 0.111842 107.473989
22005 0.217374 106.285315
22006 0.32213 103.667984
22007 0.388171 99.423894
22008 0.119425 104.945241
22009 0.052111 107.395066
22010 0.144885 107.28554
22011 0.100434 107.28554
22012 0.344033 103.408668
22013 0.492093 95.954541
22014 0.483986 95.923939
22015 0.396577 95.952931
22016 0.452536 95.949709
22017 0.351224 96.020578
22018 0.305281 96.070508
22019 0.022931 107.945915
22020 0.404721 101.00395
22021 0.192159 101.733579
22022 0.071909 106.890926
22023 0.33337 103.281425
22024 0.147811 105.061209
22025 0.082031 106.227331
22026 0.250808 104.742297
22027 0.252365 104.756793
22028 0.434919 97.703713
22029 0.451716 96.761479
22030 0.463376 96.735709
22031 0.135881 104.225274
22032 0.424409 100.177682
22033 0.016285 106.956964
22034 0.460403 99.232226
22035 0.413087 97.590967
22036 0.215555 99.620394
22037 0.489978 96.629406
22038 0.154805 102.015445
22039 0.216224 103.237937
22040 0.07505 106.749188
22041 0.11857 106.745966
22042 0.206004 106.069486
22043 0.26089 104.884036
22044 0.148483 105.434883
22045 0.232401 105.132078
22046 0.01927 107.770352
22047 0.109504 107.929808
22048 0.497282 95.903
22049 0.090151 106.042105
22050 0.127394 106.333635
22051 0.12289 106.336857
22052 0.490538 97.384803
22053 0.324129 96.740541
22054 0.306823 96.742151
22055 0.099805 105.901977
22056 0.487235 97.72143
22057 0.45064 96.497332
22058 0.140676 103.866096
22059 0.185755 104.238159
22060 0.315357 102.411668
22061 0.274568 102.41811
22062 0.474185 96.666451
22063 0.312709 96.761479
22064 0.331848 96.756647
22065 0.482435 96.634238
22066 0.112692 105.143353
22067 0.174272 105.202948
22068 0.089661 106.304643
22069 0.023121 108.028059
22070 0.403576 102.236106
22071 0.182215 102.529246
22072 0.386916 99.981182
22073 0.43004 98.529979
22074 0.219148 100.021448
22075 0.058954 107.277487
22076 0.30032 104.376676
22077 0.343658 101.852768
22078 0.350739 101.361517
22079 0.481714 96.094668
22080 0.117937 104.798671
22081 0.395581 100.970126
22082 0.226926 101.166627
22083 0.047666 107.387012
22084 0.321834 103.746907
22085 0.240097 103.763013
22086 0.369575 100.768794
22087 0.201976 100.992676
22088 0.313915 100.873487
22089 0.359806 100.00212
22090 0.251434 100.071379
22091 0.044291 107.726864
22092 0.087495 107.736528
22093 0.154608 107.544858
22094 0.066398 107.652773
22095 0.121515 107.654384
22096 0.027506 108.235835
22097 0.08702 108.210065
22098 0.269524 105.806947
22099 0.336016 102.050879
22100 0.481493 96.002861
22101 0.197639 101.545132
22102 0.485108 97.930815
22103 0.26609 99.765353
22104 0.063044 106.873209
22105 0.249289 105.267374
22106 0.332575 103.113916
22107 0.230384 103.107474
22108 0.48285 95.848238
22109 0.333111 95.915886
22110 0.49627 95.845017
22111 0.121382 104.742297
22112 0.143311 105.0145
22113 0.346882 102.17329
22114 0.362075 101.156963
22115 0.146145 102.92869
22116 0.207129 102.891645
22117 0.360293 100.847716
22118 0.201372 102.361737
22119 0.138984 104.135077
22120 0.141635 104.135077
22121 0.166107 104.133466
22122 0.134211 104.888868
22123 0.159617 104.863097
22124 0.14308 104.867929
22125 0.407228 100.894425
22126 0.212138 102.405225
22127 0.280076 102.306975
22128 0.167562 103.09781
22129 0.160897 103.084924
22130 0.397329 99.873268
22131 0.40259 99.80562
22132 0.182062 102.224831
22133 0.497735 97.019184
22134 0.092066 105.658766
22135 0.359779 102.142687
22136 0.445901 97.138372
22137 0.47872 95.799919
22138 0.36129 95.793476
22139 0.337877 95.885283
22140 0.287039 96.803356
22141 0.228898 99.306316
22142 0.077163 106.544633
22143 0.177236 106.354574
22144 0.15 106.386787
22145 0.139828 106.341689
22146 0.05052 107.443386
22147 0.170409 107.074543
22148 0.409834 100.187346
22149 0.130087 104.416943
22150 0.461478 99.496374
22151 0.102582 104.8937
22152 0.24901 104.526468
22153 0.058007 107.0681
22154 0.165189 106.990788
22155 0.290846 104.376676
22156 0.12765 105.711918
22157 0.011275 108.231003
22158 0.321772 104.006224
22159 0.384086 99.565632
22160 0.405602 98.58152
22161 0.153249 103.060764
22162 0.131215 104.974233
22163 0.348491 102.245769
22164 0.08221 106.190286
22165 0.399638 101.221389
22166 0.128596 103.772677
22167 0.233353 103.593894
22168 0.429847 99.815284
22169 0.276176 100.51592
22170 0.495673 95.435911
22171 0.24059 97.86961
22172 0.039499 107.69465
22173 0.101027 107.710757
22174 0.383955 102.527635
22175 0.263972 101.224611
22176 0.385308 99.420673
22177 0.463414 97.067504
22178 0.010856 107.416004
22179 0.495337 97.982356
22180 0.192421 100.187346
22181 0.315909 100.878319
22182 0.148427 103.611611
22183 0.340758 101.677206
22184 0.241913 101.719083
22185 0.269745 101.746465
22186 0.38889 100.00212
22187 0.354924 100.024669
22188 0.073039 106.60906
22189 0.172177 106.352963
22190 0.383171 102.012224
22191 0.040321 106.568793
22192 0.466501 99.082435
22193 0.213326 100.021448
22194 0.192039 102.00256
22195 0.179582 102.898088
22196 0.374039 100.667322
22197 0.102401 105.125636
22198 0.467765 99.34014
22199 0.071434 105.699033
22200 0.048392 107.454661
22201 0.126595 107.300036
22202 0.149281 107.349967
22203 0.091715 107.354799
22204 0.479562 98.328647
22205 0.483529 96.395861
22206 0.467647 96.42002
22207 0.230831 98.761914
22208 0.396303 98.57991
22209 0.010451 107.849275
22210 0.182646 107.124473
22211 0.291065 104.737465
22212 0.339867 101.493591
22213 0.241046 101.530636
22214 0.475609 97.247897
22215 0.069607 106.32075
22216 0.293608 104.135077
22217 0.418474 98.666885
22218 0.05733 106.628388
22219 0.161496 106.757241
22220 0.328608 103.382897
22221 0.011528 107.842832
22222 0.127638 107.686597
22223 0.381461 100.182514
22224 0.085799 106.257934
22225 0.072955 107.050383
22226 0.373306 102.638771
22227 0.399446 99.009955
22228 0.078145 106.288537
22229 0.071276 107.066489
22230 0.250886 105.418777
22231 0.178521 105.344686
22232 0.118344 106.106531
22233 0.48152 96.843623
22234 0.076587 106.17579
22235 0.358289 102.503475
22236 0.126817 104.798671
22237 0.187917 104.766457
22238 0.245891 104.242991
22239 0.445454 97.491106
22240 0.11706 104.921081
22241 0.369651 101.777067
22242 0.148501 104.181786
22243 0.454443 96.898385
22244 0.304927 97.027237
22245 0.274632 97.090053
22246 0.464847 96.88711
22247 0.156652 103.429606
22248 0.499133 98.43334
22249 0.335499 97.545868
22250 0.433614 97.462114
22251 0.431046 97.429901
22252 0.397114 97.460504
22253 0.463494 97.371918
22254 0.442565 97.331651
22255 0.382309 97.389635
22256 0.390583 97.363864
22257 0.165647 102.957682
22258 0.443819 99.409398
22259 0.203682 101.646604
22260 0.0563 106.945689
22261 0.49307 98.190131
22262 0.49517 95.68073
22263 0.430176 95.674288
22264 0.495777 95.685562
22265 0.237475 98.109598
22266 0.290842 99.24189
22267 0.005659 108.008731
22268 0.478484 98.816676
22269 0.313522 97.463725
22270 0.154723 103.405446
22271 0.464736 98.840836
22272 0.298573 98.863385
22273 0.359222 98.871438
22274 0.419355 97.739147
22275 0.118532 104.474927
22276 0.244814 104.213999
22277 0.362688 101.504865
22278 0.479665 96.051181
22279 0.378808 96.031853
22280 0.287753 96.777586
22281 0.18693 101.838272
22282 0.479488 98.001684
22283 0.087134 104.884036
22284 0.185828 105.37851
22285 0.489041 97.454061
22286 0.123017 104.236549
22287 0.058235 107.142191
22288 0.333179 103.431217
22289 0.140428 105.057988
22290 0.365639 100.105202
22291 0.022212 107.507813
22292 0.453699 99.14364
22293 0.103341 105.18362
22294 0.093659 106.254713
22295 0.45791 99.477046
22296 0.049647 106.68154
22297 0.287405 104.346074
22298 0.390147 99.797567
22299 0.11611 104.569956
22300 0.306948 103.078482
22301 0.409791 100.354854
22302 0.352496 100.267879
22303 0.450228 97.42829
22304 0.498008 95.411751
22305 0.239345 97.632844
22306 0.12025 104.710084
22307 0.109775 105.718361
22308 0.207857 105.488035
22309 0.26989 104.262319
22310 0.056652 106.831332
22311 0.225487 105.663598
22312 0.106797 106.196729
22313 0.204665 105.777955
22314 0.322297 103.300753
22315 0.334103 103.307196
22316 0.065325 106.618724
22317 0.16475 106.504366
22318 0.362795 102.480926
22319 0.173125 103.2927
22320 0.090612 106.148409
22321 0.190851 105.992174
22322 0.099276 106.209614
22323 0.130784 106.201561
22324 0.085587 106.293369
22325 0.184388 106.111363
22326 0.212164 106.011502
22327 0.151548 106.053379
22328 0.116327 106.111363
22329 0.410611 101.757739
22330 0.166365 103.176732
22331 0.448011 97.916319
22332 0.009965 107.602842
22333 0.2517 105.689369
22334 0.478165 96.759869
22335 0.288102 97.276889
22336 0.3454 97.239844
22337 0.427093 97.148036
22338 0.319073 97.197967
22339 0.040952 107.635055
22340 0.489721 98.272274
22341 0.352602 97.006299
22342 0.14112 104.089978
22343 0.225594 103.994949
22344 0.388657 100.968516
22345 0.065648 106.457657
22346 0.368058 101.527415
22347 0.267445 101.59023
22348 0.246552 101.635329
22349 0.372894 100.166407
22350 0.162887 102.471262
22351 0.160132 103.363569
22352 0.124278 105.165902
22353 0.230973 104.787396
22354 0.440506 100.457937
22355 0.0753 106.195118
22356 0.075031 106.673486
22357 0.067795 107.269434
22358 0.377369 102.545353
22359 0.230667 102.617832
22360 0.009041 108.089264
22361 0.496336 98.264221
22362 0.105945 105.310862
22363 0.164439 105.563737
22364 0.103884 105.604003
22365 0.484334 97.808405
22366 0.173976 101.27293
22367 0.273077 102.237716
22368 0.44575 98.840836
22369 0.476868 96.289557
22370 0.385019 96.184865
22371 0.143502 103.640603
22372 0.121345 105.035438
22373 0.218052 104.795449
22374 0.279498 103.485979
22375 0.466758 98.235229
22376 0.079862 105.924526
22377 0.390737 101.519361
22378 0.411695 98.243282
22379 0.075121 106.083982
22380 0.172281 106.122638
22381 0.46586 98.130536
22382 0.316493 97.185081
22383 0.123534 104.784175
22384 0.008644 108.232614
22385 0.446256 99.823337
22386 0.379346 98.186909
22387 0.443686 96.974086
22388 0.306961 97.120655
22389 0.172135 102.419721
22390 0.174394 102.738632
22391 0.403335 99.961854
22392 0.046773 106.293369
22393 0.158419 106.8265
22394 0.2305 105.66843
22395 0.237157 105.689369
22396 0.463554 97.359032
22397 0.3446 97.046565
22398 0.118262 104.956516
22399 0.09467 106.145187
22400 0.263715 104.718137
22401 0.437908 99.301484
22402 0.199305 100.372572
22403 0.224957 100.388678
22404 0.260062 100.379014
22405 0.317088 100.338748
22406 0.429734 98.394684
22407 0.186759 101.253602
22408 0.232225 101.264877
22409 0.445714 98.496155
22410 0.373255 98.417233
22411 0.102307 104.824441
22412 0.470143 99.195181
22413 0.220277 99.821727
22414 0.172274 101.483927
22415 0.174222 101.498423
22416 0.360161 100.382236
22417 0.300437 100.36774
22418 0.369783 100.350023
22419 0.262804 100.353244
22420 0.283053 100.346801
22421 0.297085 100.304924
22422 0.398911 100.251772
22423 0.410157 100.235666
22424 0.432924 98.054836
22425 0.19727 100.029501
22426 0.108552 105.140132
22427 0.300621 103.410278
22428 0.447005 98.269053
22429 0.059996 106.349742
22430 0.492734 97.921151
22431 0.101866 105.032217
22432 0.393375 100.937913
22433 0.183811 102.236106
22434 0.042656 107.385402
22435 0.424752 100.229223
22436 0.219342 100.285596
22437 0.244849 100.264658
22438 0.471857 96.880668
22439 0.137892 103.626107
22440 0.306399 102.51475
22441 0.030201 107.496538
22442 0.27909 104.777732
22443 0.339156 102.898088
22444 0.35796 100.852548
22445 0.045791 106.977903
22446 0.481135 98.373746
22447 0.210253 99.665493
22448 0.128831 104.520026
22449 0.400668 100.754298
22450 0.096981 105.537966
22451 0.220381 104.816388
22452 0.06755 106.580068
22453 0.354768 102.00417
22454 0.075511 105.935801
22455 0.247112 104.62794
22456 0.20205 104.618276
22457 0.113996 105.57179
22458 0.156076 105.550851
22459 0.391461 101.632108
22460 0.411961 98.919758
22461 0.225675 100.232444
22462 0.044273 107.602842
22463 0.386024 102.463209
22464 0.184143 102.927079
22465 0.211745 102.941575
22466 0.184915 102.930301
22467 0.143519 104.138298
22468 0.0828 106.625166
22469 0.215457 105.979289
22470 0.322724 103.492422
22471 0.160484 104.822831
22472 0.076486 106.191897
22473 0.076882 106.190286
22474 0.398515 101.398562
22475 0.176722 102.687091
22476 0.485462 97.03368
22477 0.170049 102.228052
22478 0.087714 106.196729
22479 0.243495 105.270596
22480 0.448656 98.964857
22481 0.32611 97.914708
22482 0.345177 97.898602
22483 0.420875 97.872831
22484 0.358939 97.830954
22485 0.026754 107.520698
22486 0.231074 106.061433
22487 0.433808 98.660442
22488 0.3905 97.954975
22489 0.094742 105.742521
22490 0.244611 104.946852
22491 0.147582 104.985508
22492 0.395506 101.46782
22493 0.400259 99.644554
22494 0.41149 98.314151
22495 0.280922 98.397905
22496 0.487478 96.157484
22497 0.191141 99.729919
22498 0.328456 100.599675
22499 0.018066 107.799344
22500 0.010806 108.359857
22501 0.173629 107.66888
22502 0.165546 107.665658
22503 0.270629 105.534745
22504 0.485594 96.236406
22505 0.06848 106.362627
22506 0.190702 106.309475
22507 0.380031 102.165236
22508 0.302509 101.284205
22509 0.36121 100.267879
22510 0.202549 101.253602
22511 0.134747 104.705252
22512 0.251679 104.226885
22513 0.000181 108.475825
22514 0.058968 108.467772
22515 0.456188 99.36591
22516 0.183091 101.013614
22517 0.407638 99.373964
22518 0.3444 99.34175
22519 0.008435 107.704314
22520 0.311057 104.196282
22521 0.369426 100.24694
22522 0.483784 96.645512
22523 0.443062 96.629406
22524 0.26904 96.822684
22525 0.44855 96.692221
22526 0.234578 99.425505
22527 0.114275 105.254489
22528 0.250061 104.571567
22529 0.21975 104.573177
22530 0.189405 104.576399
22531 0.111386 105.850435
22532 0.200988 105.591118
22533 0.251369 104.887257
22534 0.018941 107.654384
22535 0.260841 105.03866
22536 0.360596 102.239327
22537 0.071234 105.929358
22538 0.151782 106.618724
22539 0.431188 101.024889
22540 0.118379 104.205946
22541 0.483813 99.019619
22542 0.003878 107.93464
22543 0.05763 108.445223
22544 0.007876 108.479047
22545 0.374698 103.249212
22546 0.449293 96.91127
22547 0.260684 98.04195
22548 0.313676 98.091881
22549 0.493028 96.110775
22550 0.135402 104.139909
22551 0.009708 108.140806
22552 0.211996 106.700868
22553 0.417135 99.353025
22554 0.006634 107.754245
22555 0.010672 108.280934
22556 0.122496 108.089264
22557 0.071811 108.098928
22558 0.481717 97.782635
22559 0.058714 106.845828
22560 0.189014 106.604228
22561 0.336495 103.262097
22562 0.46365 96.32016
22563 0.069699 106.48826
22564 0.144693 106.818446
22565 0.444207 98.860164
22566 0.185907 100.696314
22567 0.102237 105.826275
22568 0.448225 100.279154
22569 0.223656 100.387068
22570 0.24603 100.395121
22571 0.241656 100.377404
22572 0.145131 104.474927
22573 0.299299 103.210556
22574 0.195715 103.184785
22575 0.069635 106.312697
22576 0.229759 105.235161
22577 0.391019 101.10059
22578 0.457825 97.244676
22579 0.114097 104.995172
22580 0.266809 103.849989
22581 0.007204 108.048998
22582 0.279312 105.067652
22583 0.363043 101.477484
22584 0.456779 97.690827
22585 0.085608 106.045326
22586 0.084329 106.232163
22587 0.476738 98.291602
22588 0.394155 96.964422
22589 0.19061 101.013614
22590 0.122302 104.962958
22591 0.219791 104.760015
22592 0.00174 108.532199
22593 0.091566 108.475825
22594 0.266074 105.78923
22595 0.150702 105.879427
22596 0.121262 105.853657
22597 0.383848 99.95219
22598 0.025553 107.652773
22599 0.245941 105.777955
22600 0.203999 105.760238
22601 0.004477 108.461329
22602 0.309303 103.766235
22603 0.063683 106.354574
22604 0.324484 103.502086
22605 0.048998 107.21145
22606 0.499896 97.091663
22607 0.495999 95.825689
22608 0.12696 104.479759
22609 0.110593 105.766681
22610 0.198707 105.632995
22611 0.183971 105.694201
22612 0.460635 99.968296
22613 0.050533 106.80395
22614 0.207092 106.15163
22615 0.064029 107.124473
22616 0.289632 104.510362
22617 0.015849 107.858939
22618 0.39933 99.908702
22619 0.355661 99.34014
22620 0.299007 99.377185
22621 0.143757 104.389562
22622 0.184745 104.399226
22623 0.077902 106.824889
22624 0.489581 98.194963
22625 0.267887 98.391463
22626 0.260165 98.368914
22627 0.22735 99.749247
22628 0.377275 99.306316
22629 0.397421 99.274103
22630 0.076254 106.665433
22631 0.261771 104.89531
22632 0.257488 104.906585
22633 0.199581 104.937188
22634 0.358933 100.259826
22635 0.348087 100.226002
22636 0.262804 100.259826
22637 0.34581 100.22278
22638 0.096559 106.034051
22639 0.188633 105.882649
22640 0.067145 106.992399
22641 0.334047 103.31686
22642 0.437751 98.207848
22643 0.411765 98.165971
22644 0.447162 98.120872
22645 0.353193 98.088659
22646 0.376616 98.070942
22647 0.296607 98.175635
22648 0.03167 107.797733
22649 0.39251 102.208724
22650 0.33474 100.383846
22651 0.23895 100.464379
22652 0.267277 100.49015
22653 0.255349 100.454715
22654 0.312631 100.435387
22655 0.132127 104.811556
22656 0.160947 104.834105
22657 0.357139 102.087925
22658 0.420862 98.438172
22659 0.018996 107.375738
22660 0.08291 107.902427
22661 0.054458 107.900816
22662 0.201461 106.855492
22663 0.379648 101.918805
22664 0.064606 106.762073
22665 0.324634 103.513361
22666 0.078249 106.60906
22667 0.143887 106.573625
22668 0.018682 108.187515
22669 0.191023 106.733081
22670 0.127846 106.812004
22671 0.351228 101.61278
22672 0.001284 108.488711
22673 0.415247 101.153742
22674 0.201958 101.675595
22675 0.184591 102.279593
22676 0.378615 100.475654
22677 0.219037 101.846326
22678 0.229113 101.880149
22679 0.13101 104.194671
22680 0.26187 103.643824
22681 0.369149 101.081262
22682 0.270197 101.163406
22683 0.343891 101.156963
22684 0.103349 105.170734
22685 0.441429 100.211506
22686 0.048354 106.575236
22687 0.234905 105.478371
22688 0.05772 107.366074
22689 0.11613 107.330639
22690 0.367325 102.527635
22691 0.013412 107.258159
22692 0.048797 107.879877
22693 0.460748 99.216119
22694 0.226823 100.056883
22695 0.482432 96.497332
22696 0.290769 97.977524
22697 0.227729 99.726698
22698 0.201972 101.327693
22699 0.275286 101.301922
22700 0.081102 106.547854
22701 0.114416 106.504366
22702 0.391661 101.849547
22703 0.368608 100.92986
22704 0.073278 106.58651
22705 0.047037 107.465935
22706 0.001291 108.778631
22707 0.408622 101.976789
22708 0.051551 107.132527
22709 0.010263 108.528977
22710 0.256244 106.088814
22711 0.092197 107.045551
22712 0.18941 106.918308
22713 0.319236 103.302364
22714 0.379641 100.430555
22715 0.17383 102.337577
22716 0.48528 98.117651
22717 0.091901 105.167513
22718 0.394372 100.533638
22719 0.107771 105.140132
22720 0.202561 105.009668
22721 0.209066 105.017721
22722 0.065628 107.269434
22723 0.285639 104.89531
22724 0.110975 106.208003
22725 0.45231 97.906655
22726 0.174696 102.037994
22727 0.295499 102.244159
22728 0.06812 106.974681
22729 0.409008 101.61278
22730 0.187714 102.395561
22731 0.290123 102.231274
22732 0.133346 103.978842
22733 0.039795 107.684986
22734 0.108879 107.651162
22735 0.474427 98.496155
22736 0.288561 98.11443
22737 0.286353 98.082217
22738 0.200864 101.237496
22739 0.008674 108.251942
22740 0.361447 103.410278
22741 0.087477 105.884259
22742 0.318545 102.851378
22743 0.433598 98.165971
22744 0.097932 105.744131
22745 0.109741 105.893923
22746 0.437664 100.625445
22747 0.006822 107.52553
22748 0.273921 105.146574
22749 0.263808 105.03866
22750 0.198263 105.083758
22751 0.319828 102.683869
22752 0.45523 98.122483
22753 0.460216 96.796914
22754 0.306845 97.249508
22755 0.069684 106.842606
22756 0.167911 106.697646
22757 0.015426 108.19879
22758 0.178918 107.09226
22759 0.4996 97.3542
22760 0.318987 96.846844
22761 0.242477 98.761914
22762 0.475456 96.86134
22763 0.442864 96.835569
22764 0.339549 96.922545
22765 0.082724 106.03083
22766 0.242303 104.933966
22767 0.185303 104.898532
22768 0.484742 96.682557
22769 0.393037 95.967427
22770 0.048743 107.127695
22771 0.110302 107.361242
22772 0.298074 104.38473
22773 0.038889 107.564186
22774 0.04933 107.889541
22775 0.093087 107.895984
22776 0.446136 97.342926
22777 0.252917 98.810234
22778 0.052808 107.469157
22779 0.062046 107.520698
22780 0.249282 105.91003
22781 0.00256 108.556359
22782 0.061466 108.548305
22783 0.429323 99.39007
22784 0.021814 107.754245
22785 0.445854 99.631669
22786 0.150986 103.157404
22787 0.226366 103.993338
22788 0.070287 107.051993
22789 0.248163 105.525081
22790 0.102201 106.391619
22791 0.428779 99.100152
22792 0.226407 99.979571
22793 0.22514 100.039165
22794 0.138892 104.586063
22795 0.01376 108.358246
22796 0.414512 101.266488
22797 0.208161 101.385677
22798 0.496539 97.05945
22799 0.410119 97.051397
22800 0.254185 98.420455
22801 0.25111 98.431729
22802 0.4236 98.014569
22803 0.391468 98.025844
22804 0.426992 98.019401
22805 0.055649 107.035887
22806 0.169554 106.886094
22807 0.104327 106.889316
22808 0.140916 106.907033
22809 0.274928 104.962958
22810 0.193024 104.94363
22811 0.116919 105.69259
22812 0.354798 102.007392
22813 0.30698 102.00417
22814 0.316601 102.000949
22815 0.244036 102.033162
22816 0.461961 97.990409
22817 0.223048 100.158354
22818 0.291906 100.127752
22819 0.061703 107.280708
22820 0.299533 104.344463
22821 0.149777 105.463875
22822 0.250979 104.842159
22823 0.476978 96.105943
22824 0.233788 98.370524
22825 0.329594 99.446443
22826 0.029297 107.76552
22827 0.066244 107.828336
22828 0.312534 104.565124
22829 0.391199 99.559189
22830 0.276478 99.678378
22831 0.238323 99.821727
22832 0.347917 99.688042
22833 0.317936 99.689653
22834 0.326936 99.737972
22835 0.429752 97.94209
22836 0.003008 108.387238
22837 0.023378 108.596626
22838 0.285056 105.467097
22839 0.218669 105.454211
22840 0.394096 99.051832
22841 0.3331 99.003512
22842 0.274621 99.058275
22843 0.443892 97.470167
22844 0.34188 97.536204
22845 0.091368 106.166126
22846 0.346502 102.674205
22847 0.200074 103.622886
22848 0.093793 105.757017
22849 0.460344 99.037336
22850 0.144359 102.63555
22851 0.48223 97.792299
22852 0.495119 95.595366
22853 0.021396 107.084207
22854 0.339704 103.063986
22855 0.318555 102.226442
22856 0.32779 102.013834
22857 0.094443 105.634606
22858 0.247334 104.613444
22859 0.283192 104.001392
22860 0.060191 106.77979
22861 0.423055 100.565851
22862 0.467226 97.201188
22863 0.460807 97.197967
22864 0.307525 97.297827
22865 0.461397 97.225348
22866 0.183788 102.36979
22867 0.284958 102.131413
22868 0.321419 101.855989
22869 0.465119 98.33509
22870 0.409979 98.31093
22871 0.495499 95.840185
22872 0.215135 99.303095
22873 0.366187 99.24189
