#signalNumber pressure[MPa] length[mm]
1147 0.362249 99.058275
1148 0.454671 97.036901
1149 0.455283 97.044954
1150 0.359276 97.015963
1151 0.336402 97.099717
1152 0.150532 103.655099
1153 0.327698 102.033162
1154 0.341055 102.058933
1155 0.131021 104.21561
1156 0.004548 108.429116
1157 0.37193 103.080092
1158 0.076503 106.075929
1159 0.189703 105.710307
1160 0.459282 99.554357
1161 0.446014 98.024233
1162 0.155181 102.833661
1163 0.296447 102.382676
1164 0.475917 98.554139
1165 0.057813 106.232163
1166 0.216006 105.666819
1167 0.456246 98.357639
1168 0.377905 97.379971
1169 0.180308 101.226221
1170 0.05969 107.130916
1171 0.199321 106.439939
1172 0.242268 105.549241
1173 0.484439 96.974086
1174 0.063622 106.322361
1175 0.009214 108.41462
1176 0.244536 106.024387
1177 0.418749 99.254775
1178 0.04187 107.011727
1179 0.326121 103.564902
1180 0.067869 106.855492
1181 0.433163 97.816458
1182 0.108667 105.351129
1183 0.126034 105.504142
1184 0.151793 105.550851
1185 0.274919 104.205946
1186 0.369746 101.752907
1187 0.362657 101.728747
1188 0.165131 102.97701
1189 0.342045 101.026499
1190 0.474113 97.830954
1191 0.076778 105.916473
1192 0.387035 101.672374
1193 0.428149 97.876053
1194 0.210536 99.699316
1195 0.242025 99.692874
1196 0.334946 99.602677
1197 0.223569 99.718644
1198 0.088282 106.246659
1199 0.2974 104.019109
1200 0.068255 106.75563
1201 0.295805 104.236549
1202 0.347133 102.548574
1203 0.140398 103.785563
1204 0.371319 100.577125
1205 0.334353 100.569072
1206 0.351007 100.561019
1207 0.173168 102.480926
1208 0.346142 101.066766
1209 0.454233 98.528369
1210 0.263681 98.604069
1211 0.492864 96.254123
1212 0.059603 106.301422
1213 0.085009 107.09226
1214 0.303353 104.402447
1215 0.337034 102.179732
1216 0.301101 101.738411
1217 0.438513 98.496155
1218 0.419571 98.567024
1219 0.221289 99.950579
1220 0.437146 97.508823
1221 0.223179 100.688261
1222 0.315222 100.68665
1223 0.265549 100.619003
1224 0.006216 108.153691
1225 0.287243 105.132078
1226 0.024949 107.918533
1227 0.186423 107.243663
1228 0.468803 96.4925
1229 0.314701 96.650344
1230 0.320133 96.629406
1231 0.186542 102.208724
1232 0.163384 103.527857
1233 0.19233 103.529467
1234 0.246579 103.4135
1235 0.291907 102.951239
1236 0.472737 99.047
1237 0.473713 96.872614
1238 0.337119 96.898385
1239 0.080917 106.315918
1240 0.2528 105.051545
1241 0.338547 102.764403
1242 0.155389 103.917637
1243 0.134704 104.673039
1244 0.421925 100.032723
1245 0.497828 95.609861
1246 0.421772 95.6308
1247 0.380705 95.608251
1248 0.058752 106.873209
1249 0.040853 107.771962
1250 0.248922 105.781177
1251 0.4658 97.576471
1252 0.173227 101.477484
1253 0.263492 102.405225
1254 0.359203 100.776847
1255 0.118932 104.271983
1256 0.094698 106.122638
1257 0.327445 103.254044
1258 0.489959 96.355594
1259 0.150759 103.289479
1260 0.359614 101.179512
1261 0.289936 101.168237
1262 0.239574 101.27132
1263 0.045565 107.256548
1264 0.057897 107.364463
1265 0.463944 99.11948
1266 0.401664 97.718208
1267 0.439912 97.705323
1268 0.301762 97.777803
1269 0.405555 97.755254
1270 0.081683 106.438329
1271 0.049096 107.755856
1272 0.160566 107.374127
1273 0.111618 107.409562
1274 0.408116 101.981621
1275 0.028614 107.354799
1276 0.192447 106.80234
1277 0.19127 106.758852
1278 0.390492 101.570903
1279 0.094812 105.637827
1280 0.303526 103.713083
1281 0.485185 96.814631
1282 0.091498 105.689369
1283 0.01489 108.095707
1284 0.310316 104.558682
1285 0.332295 102.511529
1286 0.351435 100.883151
1287 0.308447 100.841274
1288 0.02938 107.618949
1289 0.160834 107.393455
1290 0.073507 107.435332
1291 0.250801 105.898755
1292 0.421159 99.185517
1293 0.451968 97.491106
1294 0.166312 102.724136
1295 0.368248 100.883151
1296 0.136753 104.289701
1297 0.418135 100.037555
1298 0.470474 96.658397
1299 0.272673 97.702102
1300 0.113387 105.409113
1301 0.271543 104.164069
1302 0.045265 107.095481
1303 0.113207 107.316143
1304 0.007239 108.429116
1305 0.263165 105.964793
1306 0.361019 102.406836
1307 0.334176 101.234275
1308 0.375163 100.155133
1309 0.281269 100.200231
1310 0.026704 107.81384
1311 0.291656 104.938798
1312 0.03309 107.699482
1313 0.034279 108.205233
1314 0.368389 101.057102
1315 0.228713 100.907311
1316 0.112628 105.763459
1317 0.09295 106.644494
1318 0.225716 105.922915
1319 0.352807 102.851378
1320 0.388504 99.982792
1321 0.205711 101.350242
1322 0.00144 108.537031
1323 0.132169 108.229393
1324 0.222351 106.721806
1325 0.021658 108.297041
1326 0.236729 106.592953
1327 0.119443 106.676708
1328 0.275775 104.935577
1329 0.223078 104.945241
1330 0.435793 98.982574
1331 0.218762 100.390289
1332 0.478232 97.128709
1333 0.408909 97.139983
1334 0.111796 105.418777
1335 0.181753 105.37851
1336 0.170333 105.384953
1337 0.39106 101.617612
1338 0.495603 95.770927
1339 0.240016 97.946922
1340 0.008328 108.069936
1341 0.409538 101.182733
1342 0.387034 99.504427
1343 0.355033 99.518923
1344 0.072499 106.75563
1345 0.243588 105.441326
1346 0.264847 105.339854
1347 0.13291 105.479982
1348 0.349547 102.461598
1349 0.256999 101.472652
1350 0.123007 104.110917
1351 0.471954 99.327255
1352 0.026784 107.072932
1353 0.246803 105.521859
1354 0.101725 106.525305
1355 0.470706 97.534594
1356 0.40359 96.941873
1357 0.449711 96.972475
1358 0.418628 96.966032
1359 0.06055 106.815225
1360 0.419928 101.090926
1361 0.26658 99.53664
1362 0.093693 105.984121
1363 0.380678 101.865653
1364 0.037236 106.990788
1365 0.087157 107.269434
1366 0.384226 102.142687
1367 0.274023 102.166847
1368 0.132502 103.962736
1369 0.284628 102.658099
1370 0.043162 107.807397
1371 0.243222 106.034051
1372 0.204077 106.087203
1373 0.211658 106.059822
1374 0.079653 106.992399
1375 0.089675 106.984345
1376 0.144606 106.979513
1377 0.472469 97.028848
1378 0.253407 98.697488
1379 0.224369 100.78329
1380 0.440464 98.636283
1381 0.014542 107.59801
1382 0.039485 108.082822
1383 0.462573 99.349804
1384 0.181363 101.338967
1385 0.482845 97.879274
1386 0.203972 101.084483
1387 0.108662 105.608835
1388 0.401274 101.098979
1389 0.122228 104.790617
1390 0.234879 104.347684
1391 0.418798 99.942526
1392 0.296252 99.950579
1393 0.101739 105.757017
1394 0.338791 102.828829
1395 0.124275 105.037049
1396 0.305173 103.484369
1397 0.327512 102.281204
1398 0.005283 107.749413
1399 0.213285 106.428665
1400 0.413473 100.171239
1401 0.369237 99.11948
1402 0.177149 101.438828
1403 0.040262 107.759077
1404 0.169354 107.28393
1405 0.208027 106.718585
1406 0.364781 102.893256
1407 0.376031 100.88154
1408 0.1085 105.23194
1409 0.354918 102.284425
1410 0.052151 106.865156
1411 0.155931 106.834553
1412 0.432664 100.696314
1413 0.003429 108.036112
1414 0.187431 107.298426
1415 0.335757 103.94985
1416 0.290277 103.901531
1417 0.42142 98.141811
1418 0.336599 98.145032
1419 0.263691 98.273885
1420 0.343018 98.254557
1421 0.375456 98.235229
1422 0.472362 98.096713
1423 0.007191 107.746192
1424 0.203208 106.932804
1425 0.366636 102.675816
1426 0.436009 98.660442
1427 0.422274 98.682992
1428 0.332661 98.673328
1429 0.07061 106.897369
1430 0.023852 108.189126
1431 0.366464 103.34102
1432 0.02981 107.33386
1433 0.326342 103.376454
1434 0.392416 100.498203
1435 0.440677 97.99202
1436 0.250763 99.072771
1437 0.167629 103.234716
1438 0.429223 99.770185
1439 0.270014 100.628667
1440 0.279733 100.641552
1441 0.022312 107.744581
1442 0.27627 105.144964
1443 0.183038 105.156238
1444 0.420636 98.296434
1445 0.428906 98.265832
1446 0.302533 98.312541
1447 0.408679 98.298045
1448 0.484265 96.133324
1449 0.265288 98.227176
1450 0.167146 103.168679
1451 0.165863 103.168679
1452 0.344772 101.712641
1453 0.432817 99.427115
1454 0.12583 102.875538
1455 0.10029 105.866542
1456 0.113375 105.840771
1457 0.011805 108.380796
1458 0.152478 107.78968
1459 0.26374 105.636217
1460 0.127015 106.497924
1461 0.090671 107.198564
1462 0.284694 104.091589
1463 0.479559 96.24607
1464 0.036211 107.158297
1465 0.131344 107.591567
1466 0.370455 102.991506
1467 0.097696 105.211001
1468 0.488921 98.494545
1469 0.029644 107.151855
1470 0.333889 103.629328
1471 0.392873 99.274103
1472 0.242812 99.46416
1473 0.419383 98.077385
1474 0.313546 98.080606
1475 0.289939 98.175635
1476 0.024058 107.773573
1477 0.156119 107.536805
1478 0.378322 102.693533
1479 0.486652 95.846628
1480 0.295369 96.637459
1481 0.049082 107.419226
1482 0.107174 107.485263
1483 0.46195 98.623397
1484 0.258507 98.871438
1485 0.488004 96.286336
1486 0.324037 96.771143
1487 0.129343 104.647268
1488 0.313428 102.838493
1489 0.412857 100.306535
1490 0.163551 101.78351
1491 0.314369 100.947577
1492 0.244396 100.976569
1493 0.027395 107.76713
1494 0.052943 107.955579
1495 0.395374 102.353684
1496 0.259244 100.974958
1497 0.26615 101.012003
1498 0.458745 97.892159
1499 0.049759 106.960185
1500 0.004625 108.532199
1501 0.253561 106.087203
1502 0.147859 106.140355
1503 0.178814 106.132302
1504 0.279794 104.265541
1505 0.414465 98.451057
1506 0.458309 96.922545
1507 0.452289 96.880668
1508 0.348404 96.912881
1509 0.234363 99.423894
1510 0.198121 101.664321
1511 0.331882 101.213336
1512 0.00479 108.540252
1513 0.467217 99.70898
1514 0.063254 106.73147
1515 0.434792 100.066547
1516 0.058866 106.776569
1517 0.28722 104.402447
1518 0.472264 96.803356
1519 0.117762 104.779343
1520 0.363878 101.648214
1521 0.021539 107.349967
1522 0.229647 105.328579
1523 0.409053 100.546523
1524 0.062518 106.684761
1525 0.347782 102.812722
1526 0.494977 95.735492
1527 0.049719 106.612281
1528 0.058774 107.351578
1529 0.378494 102.484147
1530 0.00755 107.4305
1531 0.457374 99.254775
1532 0.010568 107.473989
1533 0.26897 105.119193
1534 0.222536 105.104697
1535 0.028687 107.407951
1536 0.237701 105.391395
1537 0.450589 97.613516
1538 0.496 95.703279
1539 0.353463 95.732271
1540 0.141438 104.280037
1541 0.263794 103.58584
1542 0.484396 98.259389
1543 0.053741 106.60906
1544 0.02336 108.192347
1545 0.483958 98.491323
1546 0.252983 98.745807
1547 0.203975 100.751077
1548 0.223847 101.309976
1549 0.353077 100.36935
1550 0.309753 100.325863
1551 0.042961 107.348356
1552 0.155043 107.179236
1553 0.129654 107.208228
1554 0.070171 107.301647
1555 0.490897 97.694049
1556 0.141898 104.030384
1557 0.100758 106.083982
1558 0.028649 107.944304
1559 0.203918 106.799118
1560 0.171431 106.716974
1561 0.014892 108.279323
1562 0.303881 104.739076
1563 0.407524 99.050221
1564 0.196617 101.010393
1565 0.060171 107.320975
1566 0.212365 106.341689
1567 0.432659 99.256386
1568 0.284826 98.626619
1569 0.136281 104.782564
1570 0.219676 104.619887
1571 0.116289 105.745742
1572 0.315437 103.332966
1573 0.478312 97.20602
1574 0.409075 96.556926
1575 0.275976 97.62479
1576 0.037173 107.702704
1577 0.118595 107.730085
1578 0.495713 97.694049
1579 0.486963 96.131713
1580 0.181724 102.058933
1581 0.454945 98.625008
1582 0.171997 102.627496
1583 0.196806 102.632328
1584 0.032776 107.895984
1585 0.270533 105.251268
1586 0.146191 105.83755
1587 0.433486 97.816458
1588 0.391298 97.816458
1589 0.397914 97.810016
1590 0.181409 102.522803
1591 0.199 102.632328
1592 0.0523 107.473989
1593 0.139049 107.35802
1594 0.473273 98.272274
1595 0.464466 97.025627
1596 0.326533 97.10777
1597 0.284857 97.196356
1598 0.451943 97.017573
1599 0.142906 104.21561
1600 0.468885 99.396513
1601 0.325411 98.713594
1602 0.11744 105.08859
1603 0.140825 105.223886
1604 0.11326 105.376899
1605 0.436381 100.322641
1606 0.183493 102.042826
1607 0.178602 102.018666
1608 0.279213 101.93008
1609 0.461002 98.080606
1610 0.164987 102.463209
1611 0.249984 102.350462
1612 0.441505 98.375356
1613 0.189783 101.532247
1614 0.325987 100.873487
1615 0.363415 100.200231
1616 0.153064 102.817554
1617 0.262942 102.653267
1618 0.367577 100.801007
1619 0.227127 101.487148
1620 0.078298 105.750574
1621 0.094993 106.578457
1622 0.471161 99.030894
1623 0.13378 104.085146
1624 0.46033 99.370742
1625 0.480896 96.070508
1626 0.242711 97.884106
1627 0.068673 106.868377
1628 0.028502 108.087654
1629 0.220537 106.412558
1630 0.40485 100.551355
1631 0.376019 99.431947
1632 0.265556 99.528587
1633 0.251558 99.591402
1634 0.31995 99.525365
1635 0.340187 99.594624
1636 0.192128 102.046047
1637 0.038063 107.672101
1638 0.150455 107.486874
1639 0.383391 102.75796
1640 0.351587 101.401783
1641 0.206025 101.498423
1642 0.345952 101.371181
1643 0.283447 101.372791
1644 0.006828 108.160134
1645 0.334214 104.036826
1646 0.303783 103.99656
1647 0.263165 103.568123
1648 0.071391 106.443161
1649 0.302739 104.088368
1650 0.19175 104.217221
1651 0.08732 106.641273
1652 0.182309 106.496313
1653 0.380811 100.788122
1654 0.077825 106.520473
1655 0.497996 98.022622
1656 0.446873 96.701885
1657 0.073928 106.343299
1658 0.371824 102.15074
1659 0.4011 98.819897
1660 0.101919 105.508974
1661 0.016529 108.173019
1662 0.093469 108.255163
1663 0.017246 108.303484
1664 0.149279 108.098928
1665 0.424692 101.432386
1666 0.263105 99.911923
1667 0.138579 104.545796
1668 0.218202 104.645657
1669 0.03682 107.897595
1670 0.046332 107.916923
1671 0.119939 107.873435
1672 0.284888 105.25771
1673 0.308751 104.45721
1674 0.017102 107.462714
1675 0.449603 100.111645
1676 0.037086 106.860324
1677 0.329453 103.695366
1678 0.376297 100.41606
1679 0.03193 107.349967
1680 0.159931 107.225946
1681 0.454351 98.769967
1682 0.37927 97.737536
1683 0.158382 103.345852
1684 0.412123 100.188957
1685 0.194429 102.447102
1686 0.162662 103.788784
1687 0.387601 99.688042
1688 0.107012 105.2561
1689 0.371083 101.83183
1690 0.083546 106.032441
1691 0.004329 108.231003
1692 0.202638 106.510809
1693 0.487214 97.921151
1694 0.474592 96.803356
1695 0.085796 106.111363
1696 0.253323 105.01611
1697 0.419949 100.035944
1698 0.183197 101.187565
1699 0.366499 99.541472
1700 0.050898 107.33386
1701 0.360115 103.09781
1702 0.005177 107.931419
1703 0.33908 103.484369
1704 0.1929 104.381508
1705 0.224392 104.396004
1706 0.260671 104.23977
1707 0.297347 103.105863
1708 0.057665 106.425443
1709 0.322787 103.613222
1710 0.0006 108.266438
1711 0.364068 102.906141
1712 0.247559 102.898088
1713 0.189516 103.023719
1714 0.322595 102.162015
1715 0.137792 104.028773
1716 0.328161 102.07665
1717 0.369781 100.849327
1718 0.323876 100.825167
1719 0.310732 100.883151
1720 0.44049 98.961635
1721 0.070619 106.220889
1722 0.188465 106.270819
1723 0.033273 107.81384
1724 0.37623 102.688701
1725 0.302625 102.679037
1726 0.410366 99.504427
1727 0.186774 101.36957
1728 0.329915 101.068377
1729 0.456865 98.256168
1730 0.226344 100.847716
1731 0.3345 100.68665
1732 0.390144 99.555968
1733 0.137192 103.550406
1734 0.127837 105.001614
1735 0.135047 105.012889
1736 0.353016 102.419721
1737 0.173936 103.811333
1738 0.330158 102.650046
1739 0.130469 104.123802
1740 0.064215 107.126084
1741 0.04881 107.697872
1742 0.430349 101.469431
1743 0.026501 107.267823
1744 0.130443 107.654384
1745 0.314953 104.291311
1746 0.259911 104.292922
1747 0.059723 106.575236
1748 0.318769 103.083314
1749 0.319571 103.078482
1750 0.358947 101.664321
1751 0.125545 104.884036
1752 0.440346 99.821727
1753 0.269217 99.41423
1754 0.21527 100.602896
1755 0.42755 98.075774
1756 0.336024 98.103155
1757 0.052566 107.217892
1758 0.051381 107.446607
1759 0.274155 105.225497
1760 0.33377 103.613222
1761 0.170403 103.529467
1762 0.329019 102.063765
1763 0.102653 104.953294
1764 0.21769 104.550628
1765 0.055622 107.575461
1766 0.487178 98.818287
1767 0.302925 97.979135
1768 0.056813 107.267823
1769 0.152019 107.155076
1770 0.025577 108.108592
1771 0.140303 107.899205
1772 0.137117 107.916923
1773 0.417099 101.678817
1774 0.154557 102.888424
1775 0.451152 98.840836
1776 0.025088 107.427279
1777 0.121196 107.726864
1778 0.264714 105.507363
1779 0.020832 107.949136
1780 0.425993 99.346582
1781 0.107849 105.591118
1782 0.37403 101.965514
1783 0.322431 101.960682
1784 0.004017 108.301873
1785 0.378972 102.846546
1786 0.02305 107.108367
1787 0.334218 103.355516
1788 0.341542 103.331356
1789 0.319857 102.406836
1790 0.410272 99.148472
1791 0.396348 99.196791
1792 0.029284 107.362852
1793 0.321716 103.954682
1794 0.190094 104.062597
1795 0.368108 101.032942
1796 0.453324 97.890549
1797 0.233263 99.473824
1798 0.308782 99.491542
1799 0.399806 98.80218
1800 0.017336 107.796122
1801 0.370618 102.968957
1802 0.039939 106.741134
1803 0.147433 106.712142
1804 0.11377 106.708921
1805 0.370825 102.613
1806 0.384043 99.900649
1807 0.307452 99.942526
1808 0.42278 98.252946
1809 0.109694 105.220665
1810 0.453445 99.963464
1811 0.076888 106.096867
1812 0.018542 108.036112
1813 0.119808 107.933029
1814 0.137638 107.895984
1815 0.183345 107.267823
1816 0.03248 108.218118
1817 0.468833 99.09693
1818 0.107237 105.686147
1819 0.288362 104.197893
1820 0.422935 100.272711
1821 0.414286 98.766746
1822 0.471079 96.602024
1823 0.491925 95.672677
1824 0.410851 95.658181
1825 0.354329 95.708111
1826 0.049401 107.262991
1827 0.329861 103.68087
1828 0.475311 96.465119
1829 0.190435 101.12475
1830 0.468893 98.175635
1831 0.490618 96.113996
1832 0.381601 95.962595
1833 0.336877 96.020578
1834 0.331227 96.002861
1835 0.090824 106.17579
1836 0.238139 105.196505
1837 0.252533 105.169124
1838 0.498316 96.36848
1839 0.378255 95.857902
1840 0.056849 106.847438
1841 0.320189 103.614832
1842 0.200948 103.643824
1843 0.182513 103.68248
1844 0.185469 103.688923
1845 0.283705 103.523025
1846 0.348733 101.268098
1847 0.223743 101.852768
1848 0.003182 108.519313
1849 0.342694 103.840325
1850 0.078987 106.485038
1851 0.374762 100.333916
1852 0.189561 101.901088
1853 0.413189 98.895598
1854 0.223363 100.791343
1855 0.28111 100.676986
1856 0.18186 102.651656
1857 0.019783 108.013563
1858 0.368008 103.002781
1859 0.287164 102.385897
1860 0.009324 107.966853
1861 0.211851 106.774958
1862 0.362656 102.809501
1863 0.160513 103.43927
1864 0.163254 103.450545
1865 0.418179 99.623616
1866 0.164506 102.8546
1867 0.297986 102.210335
1868 0.029978 107.78968
1869 0.338402 103.645435
1870 0.021181 107.578682
1871 0.196222 106.565572
1872 0.070783 107.179236
1873 0.423263 99.662271
1874 0.186548 101.624054
1875 0.21623 101.583788
1876 0.005593 108.285766
1877 0.295548 104.979065
1878 0.328264 102.36979
1879 0.18872 103.063986
1880 0.433861 99.190349
1881 0.217047 100.858991
1882 0.085426 106.481817
1883 0.114439 106.486649
1884 0.365476 102.656488
1885 0.384347 99.870046
